age,covid_trouble_bills,education,enthusiasm,factory_farming_ban,gender,gss_bible,gss_spanking,gss_trust,id,income,loc_county,lv_likely,race,rigged_who_actually_won,social_fb,survey_method,vote2016,vote2020,vote_method,vote_ossoff_perdue,vote_warnock_loeffler,birth_control,covid_know_dead,covid_positive,covid_reduced_work,loc_east_west,loc_north_south,lv_thought,rigged_trump_concede,rigged_vote_counts,slaughterhouse_ban,urban_rural,vegetarian_imperative,weight,lv_index,lv_weight
18-34,Yes,Graduated from college,Less enthusiastic,Don't know,Female,Inspired word,Disagree,Can't be too careful,prolific_7a9244d7cf25973e1cfb410e2156c964b6b0d000e60a09c8f6c79d0b,"Between $15,000 and $49,999","DeKalb County, GA",,"White, not Hispanic",Donald Trump,Yes,Online,Donald Trump,Donald Trump,Absentee by mail,David Perdue,Kelly Loeffler,Disagree,No,No,Yes,Closer to Alabama,Closer to Tennessee,Some,No,Definitely No,Don't know,Urban,Disagree,1.2891764484317532,0.23,0.3987409782213723
18-34,No,Completed graduate school,About the same,Agree,Female,Inspired word,Disagree,Can't be too careful,prolific_b5702bfcc3e5e9e6cbeb6a73a726c6e8a5fcb4b055a688f3e7cee790,"Between $15,000 and $49,999",Another county in Georgia,,"White, not Hispanic",Joe Biden,Yes,Online,Other,Joe Biden,Absentee by mail,Jon Ossoff,Raphael Warnock,Disagree,No,No,Yes,Closer to South Carolina,Closer to Tennessee,Quite a lot,Yes,Definitely Yes,Don't know,Suburban,Don't know,0.15539216490687546,0.23,0.048062640236934524
18-34,No,Graduated from high school,Less enthusiastic,Don't know,Female,Inspired word,Disagree,Can't be too careful,prolific_60c975daae96505a1c74ee2b8c2991bb51129ad604c925023996aaa4,"Between $15,000 and $49,999","Gwinnett County, GA",Very likely,Other,Joe Biden,No,Online,Donald Trump,Joe Biden,I will vote on election day,Jon Ossoff,Raphael Warnock,Disagree,No,Yes,Yes,Closer to South Carolina,Closer to Tennessee,Quite a lot,Yes,Definitely Yes,Agree,Suburban,Don't know,1.8765268842578617,0.83,2.094515382147438
35-54,Yes,Graduated from college,More enthusiastic,Don't know,Female,Word of God,Don't know,Can't be too careful,prolific_3530f048ecaca527b2c255d152264f4c80bc25cf9e27467ec0737e1a,"Between $15,000 and $49,999",Another county in Georgia,Very likely,"Black, non-Hispanic",Joe Biden,Yes,Online,Did not vote,Joe Biden,Early vote in person,Jon Ossoff,Raphael Warnock,Disagree,No,Yes,Unsure,Closer to South Carolina,Closer to Florida,Quite a lot,Yes,Definitely Yes,Disagree,Rural,Disagree,0.5682340943676816,0.83,0.6342435385808098
18-34,No,Graduated from college,More enthusiastic,Don't know,Female,Inspired word,Disagree,Can't be too careful,prolific_4350ab7068e2c067a2272d629847be4633f9ee5ba3c33dbb3cd4cf58,"Between $75,000 and $99,999","Fulton County, GA",,Other,Joe Biden,No,Online,Did not vote,Joe Biden,Early vote in person,Jon Ossoff,Raphael Warnock,Disagree,No,No,Yes,Closer to Alabama,Closer to Tennessee,Quite a lot,Yes,Don’t know / not sure,Don't know,Urban,Disagree,0.384828012448817,0.23,0.11902691700386811
18-34,No,"Some college, no degree",More enthusiastic,Disagree,Male,Inspired word,Disagree,Can trust,prolific_8e6248dd578984f8314bdecd43e6e573a22ac3d9b0ff56bc18d44177,"Under $15,000",Another county in Georgia,,Hispanic,Joe Biden,Yes,Online,Did not vote,Joe Biden,Absentee by mail,Jon Ossoff,Raphael Warnock,Disagree,No,No,Yes,Closer to Alabama,Closer to Tennessee,Quite a lot,Yes,Probably Yes,Disagree,Rural,Disagree,2.6275084439840692,0.23,0.8126857177026585
65 or older,No,"Some college, no degree",More enthusiastic,Don't know,Female,Word of God,Agree,Can't be too careful,prolific_b40aa29c4887be681bfe2ec73bf70c2b19f0fb91fbadaa5895e03a52,"Between $15,000 and $49,999",Another county in Georgia,,"White, not Hispanic",Donald Trump,Yes,Online,Donald Trump,Donald Trump,Early vote in person,David Perdue,Kelly Loeffler,Disagree,No,No,No,Closer to Alabama,Closer to Tennessee,Quite a lot,Don’t know / not sure,Don’t know / not sure,Agree,Rural,Disagree,0.24845101827150856,0.23,0.0768456499389128
18-34,No,Graduated from college,More enthusiastic,Disagree,Female,Inspired word,Agree,Can't be too careful,prolific_789b9da855567256712d14cf3b319fdb1c6ca75910a6a5acef720a2d,"Between $15,000 and $49,999","Cobb County, GA",Very likely,"White, not Hispanic",Don't know / Not sure,Yes,Online,Donald Trump,Donald Trump,I will vote on election day,David Perdue,Kelly Loeffler,Disagree,No,No,Yes,Closer to Alabama,Closer to Tennessee,Quite a lot,Yes,Probably Yes,Agree,Suburban,Disagree,0.46384478490539466,0.83,0.5177277475017068
35-54,No,Graduated from college,More enthusiastic,Disagree,Male,Inspired word,Disagree,Can't be too careful,prolific_1c39ce189d77f7438a3c2ecab613b8bc936c769bf8cd9a5885606c91,"Over $150,000","Fulton County, GA",Very likely,"White, not Hispanic",Donald Trump,No,Online,Donald Trump,Donald Trump,I will vote on election day,David Perdue,Kelly Loeffler,Disagree,No,No,No,Closer to Alabama,Closer to Florida,Quite a lot,No,Probably Yes,Disagree,Suburban,Disagree,2.0311005961320148,0.83,2.2670452936088883
35-54,No,Graduated from college,More enthusiastic,Don't know,Male,Book of fables,Agree,Can't be too careful,prolific_ae6beb70db2f2866586ef782ea87d974d614b4f3538dc111ae0a75ec,"Between $50,000 and $74,999",Another county in Georgia,,"White, not Hispanic",Joe Biden,Yes,Online,Hillary Clinton,Joe Biden,Early vote in person,Jon Ossoff,Raphael Warnock,Disagree,No,No,No,Closer to South Carolina,Closer to Florida,Quite a lot,Yes,Definitely Yes,Don't know,Suburban,Disagree,0.5108231565837893,0.23,0.15799708829782597
18-34,No,Graduated from college,More enthusiastic,Don't know,Male,I don't know,Don't know,Can't be too careful,prolific_63f5d9b59a8b695fbb9be67666a89ede5be6d915e81d9238c839fb3b,"Between $100,000 and $150,000","Gwinnett County, GA",Very likely,Other,Joe Biden,No,Online,Did not vote,Joe Biden,Early vote in person,David Perdue,Raphael Warnock,Disagree,Yes,No,No,Closer to Alabama,Closer to Tennessee,Quite a lot,Yes,Definitely Yes,Don't know,Suburban,Disagree,1.3510316173474195,0.83,1.507975466826753
18-34,No,"Some college, no degree",More enthusiastic,Don't know,Male,Book of fables,Don't know,Can't be too careful,prolific_3374ffe52d3a9e167a6caa088c214e3496bf0c2fb002fe4cccd352ec,"Between $75,000 and $99,999","Fulton County, GA",,"White, not Hispanic",Joe Biden,No,Online,Did not vote,Joe Biden,Early vote in person,Jon Ossoff,Raphael Warnock,Disagree,No,No,Yes,Closer to South Carolina,Closer to Tennessee,Quite a lot,Yes,Definitely Yes,Disagree,Urban,Disagree,0.6333509499365111,0.23,0.1958948114839759
55-64,No,"Some college, no degree",About the same,Disagree,Female,Inspired word,Don't know,Can trust,prolific_b65eeb2b1932fb5cd999b8e5ca57d86140d4918a14dfaff48a6fdf40,"Under $15,000",Another county in Georgia,,"White, not Hispanic",Joe Biden,No,Online,Did not vote,Joe Biden,Absentee by mail,Jon Ossoff,Raphael Warnock,Disagree,Yes,No,No,Closer to Alabama,Closer to Tennessee,Some,Yes,Definitely Yes,Disagree,Rural,Disagree,0.06406326745346132,0.23,0.019814704157468062
35-54,No,"Some college, no degree",About the same,Agree,Female,Word of God,Agree,Can't be too careful,prolific_04e0a2d834c8f5ca573134e55956f5e73c04e3121cd5e4077fcac0ab,"Between $15,000 and $49,999",Another county in Georgia,Very likely,"White, not Hispanic",Donald Trump,Yes,Online,Donald Trump,Donald Trump,I will vote on election day,David Perdue,Kelly Loeffler,Disagree,Yes,No,No,Closer to South Carolina,Closer to Tennessee,Quite a lot,No,Don’t know / not sure,Don't know,Rural,Disagree,1.0966862200937888,0.83,1.2240837989827205
18-34,No,Graduated from college,More enthusiastic,Agree,Female,Inspired word,Don't know,Can't be too careful,prolific_055d8e77b5886f08df8d67ae2402d36fa70736b1f4b075e75d7477a1,"Under $15,000","DeKalb County, GA",Very likely,"White, not Hispanic",Joe Biden,Yes,Online,Donald Trump,Joe Biden,Early vote in person,Jon Ossoff,Raphael Warnock,Disagree,Yes,No,No,Closer to South Carolina,Closer to Tennessee,Quite a lot,Yes,Definitely Yes,Agree,Urban,Don't know,0.20142215643995376,0.83,0.22482054933928577
18-34,Yes,Graduated from college,About the same,Don't know,Male,Inspired word,Don't know,Can't be too careful,prolific_134dffa153c63ae34bd1e76aad18721e2d402320e389c3520eefc66b,"Between $15,000 and $49,999","DeKalb County, GA",Very likely,Other,Joe Biden,Yes,Online,Other,Did not vote,Absentee by mail,Undecided,Undecided,Disagree,No,No,Yes,Closer to South Carolina,Closer to Tennessee,Some,Yes,Probably Yes,Don't know,Urban,Disagree,1.3606971272638042,0.59,1.0796031687227643
18-34,No,"Some college, no degree",Less enthusiastic,Don't know,Female,I don't know,Agree,Can't be too careful,prolific_5cfa1a45ff1e1c1b97c69d20c0c0d300d2803989f350d8e59a39b6df,"Under $15,000","Gwinnett County, GA",,Other,Joe Biden,Yes,Online,Did not vote,Joe Biden,Early vote in person,Jon Ossoff,Raphael Warnock,Disagree,No,No,No,Closer to South Carolina,Closer to Tennessee,Quite a lot,Yes,Definitely Yes,Disagree,Suburban,Disagree,0.41625151387219367,0.23,0.128746174373129
18-34,No,Completed graduate school,About the same,Disagree,Female,Inspired word,Disagree,Can't be too careful,prolific_b908981f604a6d78e39cce750b3db0bcecde38c582bdd668610fe439,"Between $100,000 and $150,000",Another county in Georgia,,"White, not Hispanic",Joe Biden,Yes,Online,Hillary Clinton,Joe Biden,Early vote in person,Jon Ossoff,Raphael Warnock,Disagree,Yes,No,No,Closer to Alabama,Closer to Florida,Some,Yes,Definitely Yes,Disagree,Suburban,Disagree,0.687174324869573,0.23,0.21254232718913182
55-64,Yes,Graduated from college,More enthusiastic,Don't know,Male,Inspired word,Disagree,Can't be too careful,prolific_6b3d963b22c4a124b3e9b55c6d017b2bef888e58f60b6fa83317141a,"Between $50,000 and $74,999",Another county in Georgia,,"White, not Hispanic",Joe Biden,No,Online,Hillary Clinton,Joe Biden,Absentee by mail,Jon Ossoff,Raphael Warnock,Disagree,Yes,No,Yes,Closer to South Carolina,Closer to Tennessee,Some,Yes,Probably Yes,Don't know,Suburban,Disagree,0.1434964463184425,0.23,0.044383306448012125
18-34,No,Graduated from college,Less enthusiastic,Don't know,Female,Book of fables,Disagree,Can trust,prolific_5209e98c71769aefc15bb90e34bc73df3f8df85e387f01010ded8aa7,"Between $15,000 and $49,999","Fulton County, GA",,Other,Joe Biden,No,Online,Other,Joe Biden,Early vote in person,Jon Ossoff,Raphael Warnock,Disagree,No,No,No,Closer to Alabama,Closer to Tennessee,Quite a lot,Yes,Probably No,Don't know,Suburban,Disagree,0.2907033986549289,0.23,0.08991426867357968
35-54,No,Graduated from high school,More enthusiastic,Disagree,Male,Book of fables,Disagree,Can't be too careful,prolific_49cbae142a459c47d9b6c241bf7d76a75cb78cc1e59c84dd04472355,"Under $15,000",Another county in Georgia,Very likely,"White, not Hispanic",Joe Biden,No,Online,Hillary Clinton,Joe Biden,Absentee by mail,Jon Ossoff,Raphael Warnock,Disagree,Yes,No,No,Closer to South Carolina,Closer to Tennessee,Quite a lot,Yes,Definitely Yes,Disagree,Rural,Disagree,1.1067269850124346,0.83,1.2352909587346297
18-34,No,"Some college, no degree",More enthusiastic,Don't know,Male,Inspired word,Agree,Can't be too careful,prolific_f0fdee99af32c91c32e1c604305e956b9e36d68cb2e9b72e7012b3f2,"Between $15,000 and $49,999",Another county in Georgia,Very likely,"Black, non-Hispanic",Joe Biden,Yes,Online,Other,Joe Biden,Absentee by mail,Jon Ossoff,Raphael Warnock,Disagree,No,No,No,Closer to South Carolina,Closer to Florida,Quite a lot,Yes,Probably Yes,Don't know,Urban,Disagree,1.3196649384438843,0.83,1.4729650483768642
18-34,No,Graduated from college,More enthusiastic,Disagree,Male,Word of God,Agree,Can trust,prolific_dfcb0df84f2ac6a5b18322bcf03f62b4c1fc36bfadce88ffc4f88b0a,"Between $50,000 and $74,999","Fulton County, GA",,"White, not Hispanic",Joe Biden,Yes,Online,Hillary Clinton,Joe Biden,Absentee by mail,Jon Ossoff,Raphael Warnock,Disagree,No,No,No,Closer to Alabama,Closer to Tennessee,Quite a lot,Yes,Probably Yes,Agree,Suburban,Disagree,0.4489709510028474,0.23,0.13886626335257038
18-34,No,"Some college, no degree",More enthusiastic,Don't know,Male,Book of fables,Don't know,Can't be too careful,prolific_2ac480b8e782193b1dee77b04a5ca078f77828bf87784e00326ef1ab,"Under $15,000",Another county in Georgia,Somewhat likely,Other,Joe Biden,Yes,Online,Did not vote,Joe Biden,Early vote in person,Undecided,Undecided,Disagree,No,No,Yes,Closer to South Carolina,Closer to Florida,Some,Yes,Probably Yes,Don't know,Suburban,Don't know,0.3026707638446521,0.4,0.16281002205945092
18-34,Yes,Less than high school,About the same,Agree,Female,Inspired word,Agree,Can't be too careful,prolific_84b67eb7c52d21907496a133644912239bc8d26177060208f66e642a,"Between $15,000 and $49,999","Fulton County, GA",Very likely,"Black, non-Hispanic",Joe Biden,Yes,Online,Did not vote,Joe Biden,Early vote in person,Jon Ossoff,Raphael Warnock,Disagree,Yes,No,Yes,Closer to Alabama,Closer to Tennessee,Some,Yes,Definitely Yes,Agree,Urban,Agree,13.302073032092784,0.83,14.847320767901342
18-34,No,Graduated from college,About the same,Don't know,Female,Inspired word,Disagree,Can't be too careful,prolific_75d763cc8c6a202eb8c33cd8be9265d94af966fe8110046c3183b34a,"Under $15,000","Cobb County, GA",,"White, not Hispanic",Joe Biden,Yes,Online,Other,Joe Biden,Early vote in person,Jon Ossoff,Raphael Warnock,Don't know,Yes,No,No,Closer to Alabama,Closer to Tennessee,Quite a lot,Yes,Definitely Yes,Don't know,Suburban,Don't know,0.10966142861451421,0.23,0.03391816951984862
18-34,Yes,"Some college, no degree",More enthusiastic,Agree,Female,Book of fables,Disagree,Can't be too careful,prolific_38244977c1e3aa0eaf9edf3dc22362b77cefe54dee4412f9e5b63c1d,"Under $15,000",Another county in Georgia,Very likely,"Black, non-Hispanic",Joe Biden,Yes,Online,Hillary Clinton,Joe Biden,I will vote on election day,Jon Ossoff,Raphael Warnock,Disagree,Yes,No,Yes,Closer to Alabama,Closer to Tennessee,Quite a lot,Yes,Definitely Yes,Agree,Suburban,Disagree,0.8210763441818295,0.83,0.9164574444593497
18-34,No,Graduated from high school,More enthusiastic,Agree,Female,Inspired word,Disagree,Can't be too careful,prolific_65274139cb9199296a748253edca333fddb9e9911180ef1ddeeb102c,"Between $15,000 and $49,999",Another county in Georgia,Very likely,"White, not Hispanic",Joe Biden,Yes,Online,Did not vote,Joe Biden,Early vote in person,Jon Ossoff,Raphael Warnock,Disagree,No,Unsure,No,Closer to Alabama,Closer to Tennessee,Quite a lot,Yes,Don’t know / not sure,Don't know,Rural,Don't know,1.1937224572682765,0.83,1.332392341265104
18-34,No,"Some college, no degree",More enthusiastic,Don't know,Female,Book of fables,Disagree,Can't be too careful,prolific_1be639c9f04b092f7f8ec65eaa65d686d701b4101c51445a69247318,"Over $150,000","Fulton County, GA",Very likely,"White, not Hispanic",Joe Biden,Yes,Online,Did not vote,Joe Biden,Early vote in person,Jon Ossoff,Raphael Warnock,Disagree,Yes,Unsure,Yes,Closer to Alabama,Closer to Tennessee,Quite a lot,Yes,Definitely Yes,Don't know,Suburban,Disagree,1.4815633429709425,0.83,1.6536705322533505
18-34,No,"Some college, no degree",More enthusiastic,Disagree,Female,Inspired word,Agree,Can't be too careful,prolific_275043889cc671700dd6241e0a1608cccae77fbcd82332dff1536da3,"Under $15,000",Another county in Georgia,,"Black, non-Hispanic",Joe Biden,Yes,Online,Did not vote,Joe Biden,Absentee by mail,Jon Ossoff,Raphael Warnock,Disagree,Yes,No,No,Closer to Alabama,Closer to Tennessee,Quite a lot,Yes,Definitely Yes,Agree,Suburban,Agree,0.5528686987378286,0.23,0.17100173217628348
18-34,No,"Some college, no degree",More enthusiastic,Don't know,Male,Book of fables,Agree,Can't be too careful,prolific_df0b9742de67612b0df85af886902724b725527180175006f781a38f,"Between $100,000 and $150,000","Fulton County, GA",,Other,Joe Biden,No,Online,Did not vote,Joe Biden,Absentee by mail,Jon Ossoff,Raphael Warnock,Disagree,No,No,No,Closer to South Carolina,Closer to Tennessee,Quite a lot,Yes,Definitely Yes,Don't know,Suburban,Disagree,2.026903370300549,0.23,0.6269191727920574
35-54,No,Graduated from high school,More enthusiastic,Don't know,Male,Book of fables,Don't know,Can't be too careful,prolific_fa68fd28a3026f0301be188327e90aee34054131940feb9406524b57,"Between $50,000 and $74,999",Another county in Georgia,,"White, not Hispanic",Joe Biden,Yes,Online,Hillary Clinton,Joe Biden,Absentee by mail,Jon Ossoff,Raphael Warnock,Disagree,No,No,No,Closer to Alabama,Closer to Tennessee,Quite a lot,Yes,Definitely Yes,Disagree,Suburban,Don't know,3.418384213977763,0.23,1.0573027975155007
18-34,No,Graduated from high school,About the same,Don't know,Male,Book of fables,Agree,Can't be too careful,prolific_d4e5039efadb661c41a0470ba72865ddadb81e04cd0b41af3c6a12b1,"Under $15,000",Another county in Georgia,Likely,"White, not Hispanic",Joe Biden,No,Online,Did not vote,Joe Biden,Early vote in person,Jon Ossoff,Raphael Warnock,Disagree,No,No,No,Closer to South Carolina,Closer to Tennessee,Quite a lot,Yes,Probably Yes,Disagree,Rural,Disagree,0.6501051320486682,0.63,0.5507757555896815
18-34,Yes,Completed graduate school,More enthusiastic,Disagree,Female,Book of fables,Disagree,Can't be too careful,prolific_230855e3f1f3a4411c52f41bc0e2266d036bd1dd9e87ef7096b63c27,"Between $15,000 and $49,999","Gwinnett County, GA",,"White, not Hispanic",Joe Biden,Yes,Online,Hillary Clinton,Joe Biden,Absentee by mail,Jon Ossoff,Undecided,Disagree,No,No,Yes,Closer to South Carolina,Closer to Tennessee,Quite a lot,Yes,Definitely Yes,Disagree,Suburban,Don't know,0.29850342808893104,0.23,0.09232680992846608
18-34,Yes,Graduated from high school,About the same,Disagree,Prefer not to say,Inspired word,Disagree,Can't be too careful,prolific_aa7d46f6e99941ee1b383ca74305ace70a816af7a473edc2dcbdd2f4,"Between $50,000 and $74,999",Another county in Georgia,Likely,"White, not Hispanic",Joe Biden,Yes,Online,Hillary Clinton,Joe Biden,Early vote in person,Jon Ossoff,Raphael Warnock,Disagree,No,No,Yes,Closer to South Carolina,Closer to Tennessee,Some,Yes,Probably Yes,Disagree,Suburban,Disagree,0.9992493988409538,0.63,0.8465743701096643
18-34,No,"Some college, no degree",More enthusiastic,Agree,Male,Inspired word,Disagree,Can't be too careful,prolific_fbbf8d04d06536ac73d1ec21b4943ee0a45a5b4e8ad918c83ca55f60,"Between $100,000 and $150,000",Another county in Georgia,Very likely,Other,Joe Biden,Yes,Online,Did not vote,Joe Biden,Early vote in person,Jon Ossoff,Raphael Warnock,Disagree,No,No,Yes,Closer to South Carolina,Closer to Tennessee,Some,Yes,Probably Yes,Agree,Suburban,Disagree,2.011824122689982,0.83,2.2455295506282797
35-54,No,Graduated from college,More enthusiastic,Disagree,Female,Inspired word,Agree,Can't be too careful,prolific_4ee0261d3f47e41067995d07b9ec1721bb3600e6b3ebc9569ddc5088,"Between $75,000 and $99,999",Another county in Georgia,Very likely,"White, not Hispanic",Donald Trump,Yes,Online,Donald Trump,Donald Trump,I will vote on election day,David Perdue,Kelly Loeffler,Disagree,No,No,No,Closer to South Carolina,Closer to Tennessee,Quite a lot,Yes,Probably Yes,Disagree,Suburban,Disagree,0.7537299769710478,0.83,0.8412877236106562
35-54,No,Graduated from college,More enthusiastic,Don't know,Female,Book of fables,Disagree,Can trust,prolific_dddbd5807e2da0d711badd17c40810b1a09888f2dc399a80f81a169f,"Between $100,000 and $150,000",Another county in Georgia,,"White, not Hispanic",Joe Biden,Yes,Online,Hillary Clinton,Joe Biden,Absentee by mail,Jon Ossoff,Raphael Warnock,Disagree,Yes,No,Yes,Closer to Alabama,Closer to Florida,Quite a lot,Yes,Definitely Yes,Agree,Suburban,Disagree,1.028043124692132,0.23,0.31797270396318256
